URL,Người bán,Loại người bán,Số phòng ngủ,Hướng,Kiểu nhà,Giá,Giá mỗi m2,Diện tích,Giấy tờ pháp lý,Số phòng vệ sinh,Tình trạng nội thất,Số tầng,Đường/Phố,Phường/Xã/Thị trấn,Quận/Huyện,Thành phố
https://www.nhatot.com/mua-ban-nha-dat-huyen-hoai-duc-ha-noi/125883659.htm#px=SR-special_display_ad-[PO-1][PL-default],Nhà Ngoại Thành Giá Tốt,Môi Giới,4,Không rõ,"Nhà ngõ, hẻm",3.65,110.61,33.0,Đã có sổ,Không rõ,Không rõ,0,la tinh,Xã Đông La,Huyện Hoài Đức,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/125883644.htm#px=SR-special_display_ad-[PO-1][PL-default],Hồng Anh,Môi Giới,5,Không rõ,"Nhà ngõ, hẻm",13.8,260.38,53.0,Đã có sổ,6,Nội thất cao cấp,4,Ngõ Láng Trung,Phường Láng Hạ,Quận Đống Đa,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/125320416.htm,Vinh,Môi Giới,2,Không rõ,"Nhà ngõ, hẻm",3.92,196.0,20.0,Đã có sổ,3,Nội thất đầy đủ,3,Phố Cát Linh,Phường Cát Linh,Quận Đống Đa,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/125739354.htm,Nguyễn Văn Sinh,Môi Giới,3,Hướng Bắc,"Nhà ngõ, hẻm",5.85,208.93,28.0,Đã có sổ,3,Nội thất đầy đủ,4,Đường Trương Định,Phường Tân Mai,Quận Hoàng Mai,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-quan-tay-ho-ha-noi/125883623.htm,Lê vinh quang,Môi Giới,4,Không rõ,"Nhà ngõ, hẻm",8.8,176.0,50.0,Đã có sổ,4,Không rõ,0,Đường Lạc Long Quân,Phường Xuân La,Quận Tây Hồ,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/121940500.htm,Tuấn Khanh,Môi Giới,3,Không rõ,"Nhà ngõ, hẻm",7.05,176.25,40.0,Đã có sổ,Không rõ,Nội thất đầy đủ,0,Láng Hạ,Phường Giảng Võ,Quận Ba Đình,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/125129434.htm#px=SR-special_display_ad-[PO-1][PL-default],Vũ Văn LựcBĐS,Môi Giới,4,Không rõ,"Nhà mặt phố, mặt tiền",19.3,386.0,50.0,Đã có sổ,Không rõ,Nội thất cao cấp,0,Ngõ 118 Nguyễn Khánh Toàn,Phường Nghĩa Đô,Quận Cầu Giấy,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/125883602.htm,Thắng Vũ,Môi Giới,5,Không rõ,"Nhà ngõ, hẻm",6.95,144.19,48.2,Đã có sổ,Không rõ,Nội thất đầy đủ,4,Đường Xuân Phương,Phường Xuân Phương,Quận Nam Từ Liêm,Hà Nội
https://www.nhatot.com/mua-ban-dat-quan-hoang-mai-ha-noi/125145593.htm,A Dong,Môi Giới,Không rõ,Không rõ,Đất thổ cư,1.45,25.89,56.0,Sổ chung / công chứng vi bằng,Không rõ,Không rõ,0,Phố Vĩnh Hưng,Phường Vĩnh Hưng,Quận Hoàng Mai,Hà Nội
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/125883571.htm,Cô Lan,Môi Giới,3,Không rõ,"Tập thể, cư xá",3.75,46.88,80.0,Sổ hồng riêng,Không rõ,Nội thất cao cấp,0,Phố Thổ Quan,Phường Khâm Thiên,Quận Đống Đa,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/125749880.htm,Quang Bin,Môi Giới,5,Không rõ,"Nhà mặt phố, mặt tiền",65.0,812.5,80.0,Đã có sổ,Không rõ,Không rõ,0,Phố Lò Đúc,Phường Phạm Đình Hổ,Quận Hai Bà Trưng,Hà Nội
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/125883530.htm#px=SR-special_display_ad-[PO-1][PL-default],Hoàng Thị Lý,Môi Giới,2,Không rõ,Chung cư,4.05,73.64,55.0,Sổ hồng riêng,1,Nội thất đầy đủ,0,Phố Trần Đăng Ninh,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/125883524.htm,Nguyễn Mạnh Huân,Môi Giới,2,Không rõ,Chung cư,4.35,73.73,59.0,Sổ hồng riêng,Không rõ,Không rõ,0,Bằng A,Phường Hoàng Liệt,Quận Hoàng Mai,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/125805918.htm#px=SR-special_display_ad-[PO-1][PL-default],Hảo lê văn,Môi Giới,4,Không rõ,"Nhà ngõ, hẻm",15.85,352.22,45.0,Đã có sổ,Không rõ,Không rõ,0,Đường Hoàng Quốc Việt,Phường Nghĩa Đô,Quận Cầu Giấy,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/125883502.htm,Tuấn Khanh,Môi Giới,3,Không rõ,"Nhà mặt phố, mặt tiền",9.04,226.0,40.0,Đã có sổ,Không rõ,Không rõ,0,Lệnh Cư,Phường Khâm Thiên,Quận Đống Đa,Hà Nội
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/121553254.htm#px=SR-stickyad-[PO-1][PL-top],Quỳnh,Môi Giới,3,Không rõ,Chung cư,2.35,33.57,70.0,Hợp đồng mua bán,2,Không rõ,0,Phố Nguyễn Phan Chánh,Phường Hoàng Liệt,Quận Hoàng Mai,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/125872766.htm#px=SR-stickyad-[PO-1][PL-top],Đặng thị hạnh,Môi Giới,3,Không rõ,"Nhà ngõ, hẻm",7.0,218.75,32.0,Đã có sổ,4,Nội thất cao cấp,0,Đường Lâm Du,Phường Bồ Đề,Quận Long Biên,Hà Nội
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/125790166.htm#px=SR-stickyad-[PO-1][PL-top],hathu,Cá nhân,2,Hướng Bắc,Chung cư,4.55,67.91,67.0,Sổ hồng riêng,2,Nội thất cao cấp,0,Tam Trinh,Phường Yên Sở,Quận Hoàng Mai,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/125883457.htm#px=SR-special_display_ad-[PO-1][PL-default],Đào Anh Tùng,Môi Giới,3,Không rõ,"Nhà ngõ, hẻm",5.9,178.79,33.0,Đã có sổ,Không rõ,Nội thất đầy đủ,5,Phố Đàm Quang Trung,Phường Long Biên,Quận Long Biên,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/125883225.htm#px=SR-special_display_ad-[PO-1][PL-default],Hùng,Cá nhân,7,Không rõ,"Nhà ngõ, hẻm",9.3,221.43,42.0,Đã có sổ,Không rõ,Hoàn thiện cơ bản,5,Đường Cầu Giấy,Phường Quan Hoa,Quận Cầu Giấy,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/125883350.htm,Đặng Bằng Phi,Môi Giới,4,Không rõ,"Nhà ngõ, hẻm",6.68,202.42,33.0,Đã có sổ,Không rõ,Không rõ,0,Phố Vĩnh Hưng,Phường Vĩnh Hưng,Quận Hoàng Mai,Hà Nội
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/125883278.htm,thuỳ trang,Môi Giới,3,Không rõ,Chung cư,3.9,39.0,100.0,Hợp đồng mua bán,2,Nội thất đầy đủ,0,Nguyễn Hoàng,Phường Mai Dịch,Quận Cầu Giấy,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/125883239.htm,Đinh Thị Sang,Môi Giới,2,Không rõ,"Nhà mặt phố, mặt tiền",1.8,33.33,54.0,Đang chờ sổ,Không rõ,Nội thất đầy đủ,0,Đường Khương Đình,Phường Hạ Đình,Quận Thanh Xuân,Hà Nội
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/125883238.htm,Hằng Nhà Đất,Môi Giới,2,Không rõ,"Tập thể, cư xá",2.78,46.33,60.0,Sổ hồng riêng,1,Hoàn thiện cơ bản,0,Phố Thanh Nhàn,Phường Thanh Nhàn,Quận Hai Bà Trưng,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/124923669.htm#px=SR-special_display_ad-[PO-1][PL-default],anh nguyễn việt,Cá nhân,2,Không rõ,"Nhà ngõ, hẻm",3.7,52.86,70.0,Đã có sổ,Không rõ,Không rõ,0,Đường Cổ Bản - Nhân Sơn,Phường Đồng Mai,Quận Hà Đông,Hà Nội
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/125883218.htm#px=SR-special_display_ad-[PO-1][PL-default],Bảo Quyên,Môi Giới,2,Hướng Đông Bắc,Chung cư,7.0,92.23,75.9,Hợp đồng mua bán,2,Hoàn thiện cơ bản,0,Dự án Hausman Premium Residences,Phường Đại Mỗ,Quận Nam Từ Liêm,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/125883217.htm,Mạnh Hùng,Môi Giới,4,Không rõ,Nhà phố liền kề,8.2,273.33,30.0,Đã có sổ,Không rõ,Nội thất đầy đủ,0,Bùi Xương Trạch,Phường Khương Trung,Quận Thanh Xuân,Hà Nội
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/125883213.htm,Trần Thị Hồng,Môi Giới,Không rõ,Không rõ,Đất nền dự án,7.9,121.54,65.0,Đã có sổ,Không rõ,Không rõ,0,Sáp Mai,Xã Võng La,Huyện Đông Anh,Hà Nội
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/125883085.htm,Bông Tuyết Trắng,Môi Giới,1,Không rõ,Chung cư,4.05,76.42,53.0,Sổ hồng riêng,1,Nội thất đầy đủ,0,Phố Trần Đăng Ninh,Phường Dịch Vọng,Quận Cầu Giấy,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-quan-bac-tu-liem-ha-noi/125883064.htm,Tên chưa cung cấp,Môi Giới,3,Không rõ,"Nhà ngõ, hẻm",5.4,135.0,40.0,Đã có sổ,Không rõ,Không rõ,0,Đường Xuân Đỉnh,Phường Xuân Đỉnh,Quận Bắc Từ Liêm,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-huyen-dan-phuong-ha-noi/123881356.htm,HUYỀN MY BẤT ĐỘNG SẢN THỔ CƯ,Môi Giới,5,Hướng Đông,"Nhà mặt phố, mặt tiền",21.0,175.0,120.0,Đã có sổ,4,Nội thất đầy đủ,3,QL32,Thị trấn Phùng,Huyện Đan Phượng,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/123706933.htm#px=SR-special_display_ad-[PO-1][PL-default],Hảo lê văn,Môi Giới,3,Không rõ,"Nhà ngõ, hẻm",7.0,166.67,42.0,Đã có sổ,Không rõ,Không rõ,0,Đường Hồ Tùng Mậu,Phường Cầu Diễn,Quận Nam Từ Liêm,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/124433152.htm,nguyễn văn Quang,Môi Giới,5,Không rõ,"Nhà mặt phố, mặt tiền",6.89,229.67,30.0,Đã có sổ,3,Nội thất cao cấp,5,Không rõ,Phường Ô Chợ Dừa,Quận Đống Đa,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-huyen-chuong-my-ha-noi/125882952.htm,Trần Xuân Dương,Môi Giới,3,Hướng Tây Bắc,"Nhà ngõ, hẻm",2.98,93.12,32.0,Đã có sổ,3,Nội thất cao cấp,5,Quốc lộ 6,Xã Phụng Châu,Huyện Chương Mỹ,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/125882884.htm,Nguyễn Thị Kim Thương,Môi Giới,3,Không rõ,"Nhà mặt phố, mặt tiền",5.0,142.86,35.0,Đã có sổ,Không rõ,Không rõ,0,Đường Đa Sỹ,Phường Kiến Hưng,Quận Hà Đông,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/124824228.htm,Hoa Nguyen,Môi Giới,4,Không rõ,"Nhà ngõ, hẻm",6.7,167.5,40.0,Đã có sổ,4,Nội thất đầy đủ,0,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-quan-bac-tu-liem-ha-noi/125882712.htm,Mr Xuân,Môi Giới,10,Không rõ,"Nhà ngõ, hẻm",13.5,210.94,64.0,Đã có sổ,6+,Nội thất đầy đủ,6,Đường Cổ Nhuế,Phường Cổ Nhuế 2,Quận Bắc Từ Liêm,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/125882853.htm,Mạnh Hùng,Môi Giới,4,Không rõ,"Nhà ngõ, hẻm",8.3,207.5,40.0,Đã có sổ,3,Nội thất đầy đủ,0,Bùi Xương Trạch,Phường Khương Trung,Quận Thanh Xuân,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-quan-tay-ho-ha-noi/125882850.htm,Tên chưa cung cấp,Môi Giới,3,Không rõ,"Nhà ngõ, hẻm",10.0,200.0,50.0,Đã có sổ,Không rõ,Không rõ,0,Phố Võng Thị,Phường Bưởi,Quận Tây Hồ,Hà Nội
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/125882842.htm,Nguyễn Như,Môi Giới,4,Không rõ,Chung cư,5.1,42.5,120.0,Sổ hồng riêng,Không rõ,Không rõ,0,Phố Tôn Thất Tùng,Phường Khương Thượng,Quận Đống Đa,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/124410688.htm#px=SR-special_display_ad-[PO-1][PL-default],xe máy Tươi Hồng Sơn,Cá nhân,4,Không rõ,"Nhà mặt phố, mặt tiền",7.2,189.47,38.0,Đã có sổ,3,Nội thất đầy đủ,4,Phố Lụa,Phường Vạn Phúc,Quận Hà Đông,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/125526408.htm,dương ngọc anh,Môi Giới,4,Không rõ,"Nhà ngõ, hẻm",9.6,184.62,52.0,Đã có sổ,4,Nội thất cao cấp,4,Phố Nhân Hòa,Phường Nhân Chính,Quận Thanh Xuân,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/125526609.htm,dương ngọc anh,Môi Giới,5,Không rõ,"Nhà ngõ, hẻm",6.7,171.79,39.0,Đã có sổ,5,Không rõ,5,Nhân Hoà,Phường Phương Liệt,Quận Thanh Xuân,Hà Nội
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/125882713.htm#px=SR-special_display_ad-[PO-1][PL-default],Thanh Phạm,Môi Giới,2,Không rõ,"Căn hộ dịch vụ, mini",1.2,34.29,35.0,Hợp đồng mua bán,1,Nội thất đầy đủ,0,Phố Vương Thừa Vũ,Phường Khương Trung,Quận Thanh Xuân,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/125526423.htm,dương ngọc anh,Môi Giới,5,Không rõ,"Nhà ngõ, hẻm",9.15,183.0,50.0,Đã có sổ,4,Không rõ,5,Vương Thừa Vũ,Phường Phương Liệt,Quận Thanh Xuân,Hà Nội
https://www.nhatot.com/mua-ban-dat-huyen-gia-lam-ha-noi/121286473.htm,Tiến Thầm,Môi Giới,Không rõ,Không rõ,Đất thổ cư,5.55,119.87,46.3,Đã có sổ,Không rõ,Không rõ,0,Ngõ 367 phố Ngô Xuân Quảng,Thị trấn Trâu Quỳ,Huyện Gia Lâm,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/125882690.htm,Mạnh Hùng,Môi Giới,3,Không rõ,"Nhà ngõ, hẻm",9.28,193.33,48.0,Đã có sổ,4,Nội thất cao cấp,0,Phố Khương Trung,Phường Khương Trung,Quận Thanh Xuân,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/125841471.htm#px=SR-special_display_ad-[PO-1][PL-default],Mr Tuấn Anh,Cá nhân,4,Hướng Đông Nam,"Nhà mặt phố, mặt tiền",13.99,142.76,98.0,Đã có sổ,2,Nội thất đầy đủ,0,Ngõ 152 Quyết Thắng,Phường Yên Nghĩa,Quận Hà Đông,Hà Nội
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-ba-dinh-ha-noi/125819227.htm#px=SR-special_display_ad-[PO-1][PL-default],Hao,Môi Giới,2,Không rõ,Chung cư,9.13,110.0,83.0,Đang chờ sổ,2,Không rõ,0,Lê Trực,Phường Điện Biên,Quận Ba Đình,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/125806148.htm#px=SR-special_display_ad-[PO-1][PL-default],Hảo lê văn,Môi Giới,8,Không rõ,"Nhà ngõ, hẻm",17.5,291.67,60.0,Đã có sổ,Không rõ,Không rõ,0,Hoàng Quốc Việt,Phường Quan Hoa,Quận Cầu Giấy,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-quan-tay-ho-ha-noi/125882584.htm,Tên chưa cung cấp,Môi Giới,3,Không rõ,"Nhà ngõ, hẻm",8.0,200.0,40.0,Đã có sổ,Không rõ,Không rõ,0,Đường Xuân La,Phường Xuân La,Quận Tây Hồ,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/124851791.htm,Đặng thế anh,Môi Giới,3,Không rõ,"Nhà ngõ, hẻm",6.95,231.67,30.0,Đã có sổ,5,Hoàn thiện cơ bản,6,Phố Đại Linh,Phường Trung Văn,Quận Nam Từ Liêm,Hà Nội
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/125882534.htm,Đặng thế anh,Môi Giới,2,Không rõ,Chung cư,1.92,38.4,50.0,Hợp đồng mua bán,1,Nội thất đầy đủ,0,Đường Mỹ Đình,Phường Mỹ Đình 1,Quận Nam Từ Liêm,Hà Nội
https://www.nhatot.com/mua-ban-dat-huyen-thanh-oai-ha-noi/124744674.htm,Nguyễn Duy Sinh,Môi Giới,Không rõ,Không rõ,Đất thổ cư,6.12,42.21,145.0,Đã có sổ,Không rõ,Không rõ,0,QL21B,Xã Cao Dương,Huyện Thanh Oai,Hà Nội
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/125882471.htm,saohomes,Môi Giới,2,Không rõ,Chung cư,5.0,78.12,64.0,Sổ hồng riêng,2,Nội thất cao cấp,0,Đại Mỗ,Phường Tây Mỗ,Quận Nam Từ Liêm,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/125882469.htm,Tuấn Khanh,Môi Giới,3,Không rõ,"Nhà ngõ, hẻm",9.06,251.67,36.0,Đã có sổ,Không rõ,Không rõ,0,Đông Tác,Phường Phương Mai,Quận Đống Đa,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/125882459.htm,Nguyễn Khắc Anh,Môi Giới,7,Không rõ,"Nhà ngõ, hẻm",9.1,202.22,45.0,Đã có sổ,Không rõ,Không rõ,5,Đường Cầu Giấy,Phường Quan Hoa,Quận Cầu Giấy,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/125796021.htm,trần quang quyền,Môi Giới,4,Hướng Đông Nam,"Nhà ngõ, hẻm",10.5,228.26,46.0,Đã có sổ,3,Nội thất đầy đủ,4,Ngõ 42 Phố Triều Khúc,Phường Thanh Xuân Nam,Quận Thanh Xuân,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/125882422.htm,Nguyễn Quang Dần,Môi Giới,3,Hướng Nam,"Nhà ngõ, hẻm",7.35,210.0,35.0,Đã có sổ,4,Không rõ,4,Đường Trương Định,Phường Trương Định,Quận Hai Bà Trưng,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/125683094.htm,Nguyễn Xuân Khánh,Môi Giới,4,Không rõ,"Nhà ngõ, hẻm",5.4,158.82,34.0,Đã có sổ,Không rõ,Nội thất đầy đủ,4,Phố Giáp Nhị,Phường Thịnh Liệt,Quận Hoàng Mai,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/119654352.htm,Vũ Đại Dương,Môi Giới,5,Không rõ,"Nhà mặt phố, mặt tiền",25.0,409.84,61.0,Đã có sổ,3,Bàn giao thô,3,Phố Quán Thánh,Phường Quán Thánh,Quận Ba Đình,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/125530374.htm#px=SR-special_display_ad-[PO-1][PL-default],Hòa july,Môi Giới,6,Không rõ,"Nhà ngõ, hẻm",23.0,287.5,80.0,Đã có sổ,Không rõ,Không rõ,0,Đường Hoàng Quốc Việt,Phường Nghĩa Tân,Quận Cầu Giấy,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-huyen-gia-lam-ha-noi/124971277.htm#px=SR-special_display_ad-[PO-1][PL-default],Hưng Nguyễn,Môi Giới,10+,Không rõ,"Nhà mặt phố, mặt tiền",20.16,168.0,120.0,Đã có sổ,6+,Nội thất đầy đủ,5,Phố Ngô Xuân Quảng,Thị trấn Trâu Quỳ,Huyện Gia Lâm,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/125070094.htm,Đặng thế anh,Môi Giới,3,Không rõ,"Nhà ngõ, hẻm",6.25,208.33,30.0,Đã có sổ,4,Hoàn thiện cơ bản,5,Đường Mễ Trì,Phường Mễ Trì,Quận Nam Từ Liêm,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/125132442.htm,Hà Thị vân Anh,Môi Giới,10+,Không rõ,"Nhà ngõ, hẻm",11.5,209.09,55.0,Đã có sổ,6+,Nội thất đầy đủ,5,Ngõ Văn Hương,Phường Hàng Bột,Quận Đống Đa,Hà Nội
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/125882225.htm,Thương Bùi,Môi Giới,3,Không rõ,"Tập thể, cư xá",4.2,60.0,70.0,Sổ hồng riêng,2,Không rõ,0,Lò đúc,Phường Đồng Tâm,Quận Hai Bà Trưng,Hà Nội
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/125882217.htm,saohomes,Môi Giới,2,Không rõ,Chung cư,4.85,75.78,64.0,Sổ hồng riêng,Không rõ,Không rõ,0,Đại Mỗ,Phường Tây Mỗ,Quận Nam Từ Liêm,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/125322292.htm,Hà Thị vân Anh,Môi Giới,4,Không rõ,"Nhà mặt phố, mặt tiền",19.0,292.31,65.0,Đã có sổ,4,Nội thất đầy đủ,4,Phố Hồ Đắc Di,Phường Nam Đồng,Quận Đống Đa,Hà Nội
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/125093175.htm#px=SR-special_display_ad-[PO-1][PL-default],Mạnh Đức Lê,Môi Giới,10+,Không rõ,"Nhà ngõ, hẻm",16.0,246.15,65.0,Đã có sổ,6+,Không rõ,0,Đường Láng,Phường Láng Thượng,Quận Đống Đa,Hà Nội
